Aashar,Shayer
"tū yahīñ haar gayā hai mire buzdil dushman
mujh se tanhā ke muqābil tirā lashkar niklā",ahmad-faraz
"maiñ ki sahrā-e-mohabbat kā musāfir thā 'farāz'
ek jhoñkā thā ki ḳhushbū ke safar par niklā",ahmad-faraz
"phir usī rahguzār par shāyad
ham kabhī mil sakeñ magar shāyad",ahmad-faraz
"jin ke ham muntazir rahe un ko
mil ga.e aur ham-safar shāyad",ahmad-faraz
"jān-pahchān se bhī kyā hogā
phir bhī ai dost ġhaur kar shāyad",ahmad-faraz
"ajnabiyyat kī dhund chhaT jaa.e
chamak uTThe tirī nazar shāyad",ahmad-faraz
"zindagī bhar lahū rulā.egī
yād-e-yārān-e-be-ḳhabar shāyad",ahmad-faraz
"jo bhī bichhḌe vo kab mile haiñ 'farāz'
phir bhī tū intizār kar shāyad",ahmad-faraz
"qurbat bhī nahīñ dil se utar bhī nahīñ jaatā
vo shaḳhs koī faisla kar bhī nahīñ jaatā",ahmad-faraz
"āñkheñ haiñ ki ḳhālī nahīñ rahtī haiñ lahū se
aur zaḳhm-e-judā.ī hai ki bhar bhī nahīñ jaatā",ahmad-faraz
"vo rāhat-e-jāñ hai magar is dar-badrī meñ
aisā hai ki ab dhyān udhar bhī nahīñ jaatā",ahmad-faraz
"ham dohrī aziyyat ke giraftār musāfir
paañv bhī haiñ shal shauq-e-safar bhī nahīñ jaatā",ahmad-faraz
"dil ko tirī chāhat pe bharosa bhī bahut hai
aur tujh se bichhaḌ jaane kā Dar bhī nahīñ jaatā",ahmad-faraz
"pāgal hue jaate ho 'farāz' us se mile kyā
itnī sī ḳhushī se koī mar bhī nahīñ jaatā",ahmad-faraz
"qurbatoñ meñ bhī judā.ī ke zamāne māñge
dil vo be-mehr ki rone ke bahāne māñge",ahmad-faraz
"ham na hote to kisī aur ke charche hote
ḳhilqat-e-shahr to kahne ko fasāne māñge",ahmad-faraz
"yahī dil thā ki tarastā thā marāsim ke liye
ab yahī tark-e-ta.alluq ke bahāne māñge",ahmad-faraz
"apnā ye haal ki jī haar chuke luT bhī chuke
aur mohabbat vahī andāz purāne māñge",ahmad-faraz
"zindagī ham tire dāġhoñ se rahe sharminda
aur tū hai ki sadā ā.īna-ḳhāne māñge",ahmad-faraz
"dil kisī haal pe qaane hī nahīñ jān-e-'farāz'
mil ga.e tum bhī to kyā aur na jaane māñge",ahmad-faraz
"ranjish hī sahī dil hī dukhāne ke liye aa
aa phir se mujhe chhoḌ ke jaane ke liye aa",ahmad-faraz
"kuchh to mire pindār-e-mohabbat kā bharam rakh
tū bhī to kabhī mujh ko manāne ke liye aa",ahmad-faraz
"pahle se marāsim na sahī phir bhī kabhī to
rasm-o-rah-e-duniyā hī nibhāne ke liye aa",ahmad-faraz
"kis kis ko batā.eñge judā.ī kā sabab ham
tū mujh se ḳhafā hai to zamāne ke liye aa",ahmad-faraz
"ik umr se huuñ lazzat-e-girya se bhī mahrūm
ai rāhat-e-jāñ mujh ko rulāne ke liye aa",ahmad-faraz
"ab tak dil-e-ḳhush-fahm ko tujh se haiñ ummīdeñ
ye āḳhirī sham.eñ bhī bujhāne ke liye aa",ahmad-faraz
"rog aise bhī ġham-e-yār se lag jaate haiñ
dar se uThte haiñ to dīvār se lag jaate haiñ",ahmad-faraz
"ishq āġhāz meñ halkī sī ḳhalish rakhtā hai
baad meñ saikḌoñ āzār se lag jaate haiñ",ahmad-faraz
"pahle pahle havas ik-ādh dukāñ kholtī hai
phir to bāzār ke bāzār se lag jaate haiñ",ahmad-faraz
"bebasī bhī kabhī qurbat kā sabab bantī hai
ro na paa.eñ to gale yaar se lag jaate haiñ",ahmad-faraz
"katraneñ ġham kī jo galiyoñ meñ uḌī phirtī haiñ
ghar meñ le aao to ambār se lag jaate haiñ",ahmad-faraz
"daaġh dāman ke hoñ dil ke hoñ ki chehre ke 'farāz'
kuchh nishāñ umr kī raftār se lag jaate haiñ",ahmad-faraz
"sāmne us ke kabhī us kī satā.ish nahīñ kī
dil ne chāhā bhī agar hoñToñ ne jumbish nahīñ kī",ahmad-faraz
"ahl-e-mahfil pe kab ahvāl khulā hai apnā
maiñ bhī ḳhāmosh rahā us ne bhī pursish nahīñ kī",ahmad-faraz
"jis qadar us se ta.alluq thā chalā jaatā hai
us kā kyā rañj ho jis kī kabhī ḳhvāhish nahīñ kī",ahmad-faraz
"ye bhī kyā kam hai ki donoñ kā bharam qaa.em hai
us ne baḳhshish nahīñ kī ham ne guzārish nahīñ kī",ahmad-faraz
"ik to ham ko adab ādāb ne pyāsā rakkhā
us pe mahfil meñ surāhī ne bhī gardish nahīñ kī",ahmad-faraz
"ham ki dukh oḌh ke ḳhalvat meñ paḌe rahte haiñ
ham ne bāzār meñ zaḳhmoñ kī numā.ish nahīñ kī",ahmad-faraz
"ai mire abr-e-karam dekh ye vīrāna-e-jāñ
kyā kisī dasht pe tū ne kabhī bārish nahīñ kī",ahmad-faraz
"kaT mare apne qabīle kī hifāzat ke liye
maqtal-e-shahr meñ Thahre rahe jumbish nahīñ kī",ahmad-faraz
"vo hameñ bhuul gayā ho to ajab kyā hai 'farāz'
ham ne bhī mel-mulāqāt kī koshish nahīñ kī",ahmad-faraz
"sāqiyā ek nazar jaam se pahle pahle
ham ko jaanā hai kahīñ shaam se pahle pahle",ahmad-faraz
"nau-giraftār-e-vafā sa.i-e-rihā.ī hai abas
ham bhī uljhe the bahut daam se pahle pahle",ahmad-faraz
"ḳhush ho ai dil ki mohabbat to nibhā dī tū ne
log ujaḌ jaate haiñ anjām se pahle pahle",ahmad-faraz
"ab tire zikr pe ham baat badal dete haiñ
kitnī raġhbat thī tire naam se pahle pahle",ahmad-faraz
"sāmne umr paḌī hai shab-e-tanhā.ī kī
vo mujhe chhoḌ gayā shaam se pahle pahle",ahmad-faraz
"kitnā achchhā thā ki ham bhī jiyā karte the 'farāz'
ġhair-mārūf se gumnām se pahle pahle",ahmad-faraz
"sho.ala thā jal-bujhā huuñ havā.eñ mujhe na do
maiñ kab kā jā chukā huuñ sadā.eñ mujhe na do",ahmad-faraz
"jo zahr pī chukā huuñ tumhīñ ne mujhe diyā
ab tum to zindagī kī duā.eñ mujhe na do",ahmad-faraz
"ye bhī baḌā karam hai salāmat hai jism abhī
ai ḳhusravān-e-shahr qabā.eñ mujhe na do",ahmad-faraz
"aisā na ho kabhī ki palaT kar na aa sakūñ
har baar duur jā ke sadā.eñ mujhe na do",ahmad-faraz
"kab mujh ko e'tirāf-e-mohabbat na thā 'farāz'
kab maiñ ne ye kahā hai sazā.eñ mujhe na do",ahmad-faraz
"silsile toḌ gayā vo sabhī jaate jaate
varna itne to marāsim the ki aate jaate",ahmad-faraz
"shikva-e-zulmat-e-shab se to kahīñ behtar thā
apne hisse kī koī sham.a jalāte jaate",ahmad-faraz
"kitnā āsāñ thā tire hijr meñ marnā jānāñ
phir bhī ik umr lagī jaan se jaate jaate",ahmad-faraz
"jashn-e-maqtal hī na barpā huā varna ham bhī
pā-ba-jaulāñ hī sahī nāchte gaate jaate",ahmad-faraz
"is kī vo jaane use pās-e-vafā thā ki na thā
tum 'farāz' apnī taraf se to nibhāte jaate",ahmad-faraz
"sunā hai log use aañkh bhar ke dekhte haiñ
so us ke shahr meñ kuchh din Thahar ke dekhte haiñ",ahmad-faraz
"sunā hai rabt hai us ko ḳharāb-hāloñ se
so apne aap ko barbād kar ke dekhte haiñ",ahmad-faraz
"sunā hai dard kī gāhak hai chashm-e-nāz us kī
so ham bhī us kī galī se guzar ke dekhte haiñ",ahmad-faraz
"sunā hai us ko bhī hai sher o shā.irī se shaġhaf
so ham bhī mo.ajize apne hunar ke dekhte haiñ",ahmad-faraz
"sunā hai bole to bātoñ se phuul jhaḌte haiñ
ye baat hai to chalo baat kar ke dekhte haiñ",ahmad-faraz
"sunā hai raat use chāñd taktā rahtā hai
sitāre bām-e-falak se utar ke dekhte haiñ",ahmad-faraz
"sunā hai din ko use titliyāñ satātī haiñ
sunā hai raat ko jugnū Thahar ke dekhte haiñ",ahmad-faraz
"sunā hai hashr haiñ us kī ġhazāl sī āñkheñ
sunā hai us ko hiran dasht bhar ke dekhte haiñ",ahmad-faraz
"sunā hai raat se baḌh kar haiñ kākuleñ us kī
sunā hai shaam ko saa.e guzar ke dekhte haiñ",ahmad-faraz
"sunā hai us kī siyah-chashmagī qayāmat hai
so us ko surma-farosh aah bhar ke dekhte haiñ",ahmad-faraz
"sunā hai us ke laboñ se gulāb jalte haiñ
so ham bahār pe ilzām dhar ke dekhte haiñ",ahmad-faraz
"sunā hai aa.ina timsāl hai jabīñ us kī
jo saada dil haiñ use ban-sañvar ke dekhte haiñ",ahmad-faraz
"sunā hai jab se hamā.il haiñ us kī gardan meñ
mizāj aur hī laal o guhar ke dekhte haiñ",ahmad-faraz
"sunā hai chashm-e-tasavvur se dasht-e-imkāñ meñ
palañg zāviye us kī kamar ke dekhte haiñ",ahmad-faraz
"sunā hai us ke badan kī tarāsh aisī hai
ki phuul apnī qabā.eñ katar ke dekhte haiñ",ahmad-faraz
"vo sarv-qad hai magar be-gul-e-murād nahīñ
ki us shajar pe shagūfe samar ke dekhte haiñ",ahmad-faraz
"bas ik nigāh se luTtā hai qāfila dil kā
so rah-ravān-e-tamannā bhī Dar ke dekhte haiñ",ahmad-faraz
"sunā hai us ke shabistāñ se muttasil hai bahisht
makīñ udhar ke bhī jalve idhar ke dekhte haiñ",ahmad-faraz
"ruke to gardisheñ us kā tavāf kartī haiñ
chale to us ko zamāne Thahar ke dekhte haiñ",ahmad-faraz
"kise nasīb ki be-pairahan use dekhe
kabhī kabhī dar o dīvār ghar ke dekhte haiñ",ahmad-faraz
"kahāniyāñ hī sahī sab mubālġhe hī sahī
agar vo ḳhvāb hai tābīr kar ke dekhte haiñ",ahmad-faraz
"ab us ke shahr meñ Thahreñ ki kuuch kar jaa.eñ
'farāz' aao sitāre safar ke dekhte haiñ",ahmad-faraz
"tere qarīb aa ke baḌī uljhanoñ meñ huuñ
maiñ dushmanoñ meñ huuñ ki tire dostoñ meñ huuñ",ahmad-faraz
"mujh se gurez-pā hai to har rāsta badal
maiñ sañg-e-rāh huuñ to sabhī rāstoñ meñ huuñ",ahmad-faraz
"tū aa chukā hai sat.h pe kab se ḳhabar nahīñ
bedard maiñ abhī unhīñ gahrā.iyoñ meñ huuñ",ahmad-faraz
"ai yār-e-ḳhush-dayār tujhe kyā ḳhabar ki maiñ
kab se udāsiyoñ ke ghane jañgaloñ meñ huuñ",ahmad-faraz
"tū luuT kar bhī ahl-e-tamannā ko ḳhush nahīñ
yaañ luT ke bhī vafā ke inhī qāfiloñ meñ huuñ",ahmad-faraz
"badlā na mere baad bhī mauzū-e-guftugū
maiñ jā chukā huuñ phir bhī tirī mahfiloñ meñ huuñ",ahmad-faraz
"mujh se bichhaḌ ke tū bhī to ro.egā umr bhar
ye soch le ki maiñ bhī tirī ḳhvāhishoñ meñ huuñ",ahmad-faraz
"tū hañs rahā hai mujh pe mirā haal dekh kar
aur phir bhī maiñ sharīk tire qahqahoñ meñ huuñ",ahmad-faraz
"ḳhud hī misāl-e-lāla-e-sahrā lahū lahū
aur ḳhud 'farāz' apne tamāshā.iyoñ meñ huuñ",ahmad-faraz
"terī bāteñ hī sunāne aa.e
dost bhī dil hī dukhāne aa.e",ahmad-faraz
"phuul khilte haiñ to ham sochte haiñ
tere aane ke zamāne aa.e",ahmad-faraz
"aisī kuchh chup sī lagī hai jaise
ham tujhe haal sunāne aa.e",ahmad-faraz
"ishq tanhā hai sar-e-manzil-e-ġham
kaun ye bojh uThāne aa.e",ahmad-faraz
"ajnabī dost hameñ dekh ki ham
kuchh tujhe yaad dilāne aa.e",ahmad-faraz
"dil dhaḌaktā hai safar ke hañgām
kaash phir koī bulāne aa.e",ahmad-faraz
"ab to rone se bhī dil dukhtā hai
shāyad ab hosh Thikāne aa.e",ahmad-faraz
"kyā kahīñ phir koī bastī ujḌī
log kyuuñ jashn manāne aa.e",ahmad-faraz
"so raho maut ke pahlū meñ 'farāz'
niiñd kis vaqt na jaane aa.e",ahmad-faraz
"tujh se mil kar to ye lagtā hai ki ai ajnabī dost
tū mirī pahlī mohabbat thī mirī āḳhirī dost",ahmad-faraz
"log har baat kā afsāna banā dete haiñ
ye to duniyā hai mirī jaañ ka.ī dushman ka.ī dost",ahmad-faraz
"tere qāmat se bhī lipTī hai amar-bel koī
merī chāhat ko bhī duniyā kī nazar khā ga.ī dost",ahmad-faraz
"yaad aa.ī hai to phir TuuT ke yaad aa.ī hai
koī guzrī huī manzil koī bhūlī huī dost",ahmad-faraz
"ab bhī aa.e ho to ehsān tumhārā lekin
vo qayāmat jo guzarnī thī guzar bhī ga.ī dost",ahmad-faraz
"tere lahje kī thakan meñ tirā dil shāmil hai
aisā lagtā hai judā.ī kī ghaḌī aa ga.ī dost",ahmad-faraz
"bārish-e-sañg kā mausam hai mire shahr meñ to
tū ye shīshe sā badan le ke kahāñ aa ga.ī dost",ahmad-faraz
"maiñ use ahd-shikan kaise samajh luuñ jis ne
āḳhirī ḳhat meñ ye likkhā thā faqat aap kī dost",ahmad-faraz
"tujhe hai mashq-e-sitam kā malāl vaise hī
hamārī jaan thī jaañ par vabāl vaise hī",ahmad-faraz
"chalā thā zikr zamāne kī bevafā.ī kā
so aa gayā hai tumhārā ḳhayāl vaise hī",ahmad-faraz
"ham aa ga.e haiñ tah-e-dām to nasīb apnā
vagarna us ne to pheñkā thā jaal vaise hī",ahmad-faraz
"maiñ roknā hī nahīñ chāhtā thā vaar us kā
girī nahīñ mire hāthoñ se Dhaal vaise hī",ahmad-faraz
"zamāna ham se bhalā dushmanī to kyā rakhtā
so kar gayā hai hameñ pā.emāl vaise hī",ahmad-faraz
"mujhe bhī shauq na thā dāstāñ sunāne kā
'farāz' us ne bhī pūchhā thā haal vaise hī",ahmad-faraz
"us ko judā hue bhī zamāna bahut huā
ab kyā kaheñ ye qissa purānā bahut huā",ahmad-faraz
"Dhaltī na thī kisī bhī jatan se shab-e-firāq
ai marg-e-nā-gahāñ tirā aanā bahut huā",ahmad-faraz
"ham ḳhuld se nikal to ga.e haiñ par ai ḳhudā
itne se vāqiye kā fasāna bahut huā",ahmad-faraz
"ab ham haiñ aur saare zamāne kī dushmanī
us se zarā sā rabt baḌhānā bahut huā",ahmad-faraz
"ab kyuuñ na zindagī pe mohabbat ko vaar deñ
is āshiqī meñ jaan se jaanā bahut huā",ahmad-faraz
"ab tak to dil kā dil se ta.āruf na ho sakā
maanā ki us se milnā milānā bahut huā",ahmad-faraz
"kyā kyā na ham ḳharāb hue haiñ magar ye dil
ai yād-e-yār terā Thikāna bahut huā",ahmad-faraz
"kahtā thā nāsehoñ se mire muñh na aa.iyo
phir kyā thā ek hū kā bahāna bahut huā",ahmad-faraz
"lo phir tire laboñ pe usī bevafā kā zikr
ahmad-'farāz' tujh se kahā na bahut huā",ahmad-faraz
"us ne sukūt-e-shab meñ bhī apnā payām rakh diyā
hijr kī raat baam par māh-e-tamām rakh diyā",ahmad-faraz
"āmad-e-dost kī naved kū-e-vafā meñ aam thī
maiñ ne bhī ik charāġh sā dil sar-e-shām rakh diyā",ahmad-faraz
"shiddat-e-tishnagī meñ bhī ġhairat-e-mai-kashī rahī
us ne jo pher lī nazar maiñ ne bhī jaam rakh diyā",ahmad-faraz
"us ne nazar nazar meñ hī aise bhale suḳhan kahe
maiñ ne to us ke paañv meñ saarā kalām rakh diyā",ahmad-faraz
"dekho ye mere ḳhvāb the dekho ye mere zaḳhm haiñ
maiñ ne to sab hisāb-e-jāñ bar-sar-e-ām rakh diyā",ahmad-faraz
"ab ke bahār ne bhī kiiñ aisī sharārteñ ki bas
kabk-e-darī kī chaal meñ terā ḳhirām rakh diyā",ahmad-faraz
"jo bhī milā usī kā dil halqa-ba-gosh-e-yār thā
us ne to saare shahr ko kar ke ġhulām rakh diyā",ahmad-faraz
"aur 'farāz' chāhiyeñ kitnī mohabbateñ tujhe
maaoñ ne tere naam par bachchoñ kā naam rakh diyā",ahmad-faraz
"vahshateñ baḌhtī ga.iiñ hijr ke āzār ke saath
ab to ham baat bhī karte nahīñ ġham-ḳhvār ke saath",ahmad-faraz
"ham ne ik umr basar kī hai ġham-e-yār ke saath
'mīr' do din na jiye hijr ke āzār ke saath",ahmad-faraz
"ab to ham ghar se nikalte haiñ to rakh dete haiñ
taaq par izzat-e-sādāt bhī dastār ke saath",ahmad-faraz
"is qadar ḳhauf hai ab shahr kī galiyoñ meñ ki log
chaap sunte haiñ to lag jaate haiñ dīvār ke saath",ahmad-faraz
"ek to ḳhvāb liye phirte ho galiyoñ galiyoñ
us pe takrār bhī karte ho ḳharīdār ke saath",ahmad-faraz
"shahr kā shahr hī nāseh ho to kyā kījiyegā
varna ham rind to bhiḌ jaate haiñ do-chār ke saath",ahmad-faraz
"ham ko us shahr meñ ta.amīr kā saudā hai jahāñ
log me.amār ko chun dete haiñ dīvār ke saath",ahmad-faraz
"jo sharaf ham ko milā kūcha-e-jānāñ se 'farāz'
sū-e-maqtal bhī ga.e haiñ usī pindār ke saath",ahmad-faraz
"ye kyā ki sab se bayāñ dil kī hālateñ karnī
'farāz' tujh ko na aa.iiñ mohabbateñ karnī",ahmad-faraz
"ye qurb kyā hai ki tū sāmne hai aur hameñ
shumār abhī se judā.ī kī sā.ateñ karnī",ahmad-faraz
"koī ḳhudā ho ki patthar jise bhī ham chāheñ
tamām umr usī kī ibādateñ karnī",ahmad-faraz
"sab apne apne qarīne se muntazir us ke
kisī ko shukr kisī ko shikāyateñ karnī",ahmad-faraz
"ham apne dil se hī majbūr aur logoñ ko
zarā sī baat pe barpā qayāmateñ karnī",ahmad-faraz
"mileñ jab un se to mub.ham sī guftugū karnā
phir apne aap se sau sau vazāhateñ karnī",ahmad-faraz
"ye log kaise magar dushmanī nibāhte haiñ
hameñ to raas na aa.iiñ mohabbateñ karnī",ahmad-faraz
"kabhī 'farāz' na.e mausamoñ meñ ro denā
kabhī talāsh purānī rifāqateñ karnī",ahmad-faraz
"yūñhī mar mar ke ji.eñ vaqt guzāre jaa.eñ
zindagī ham tire hāthoñ se na maare jaa.eñ",ahmad-faraz
"ab zamīñ par koī gautam na mohammad na masīh
āsmānoñ se na.e log utāre jaa.eñ",ahmad-faraz
"vo jo maujūd nahīñ us kī madad chāhte haiñ
vo jo suntā hī nahīñ us ko pukāre jaa.eñ",ahmad-faraz
"baap larzāñ hai ki pahuñchī nahīñ bārāt ab tak
aur ham-joliyāñ dulhan ko sañvāre jaa.eñ",ahmad-faraz
"ham ki nādān juārī haiñ sabhī jānte haiñ
dil kī baazī ho to jī jaan se haare jaa.eñ",ahmad-faraz
"taj diyā tum ne dar-e-yār bhī uktā ke 'farāz'
ab kahāñ DhūñDhne ġham-ḳhvār tumhāre jaa.eñ",ahmad-faraz
"zindagī se yahī gila hai mujhe
tū bahut der se milā hai mujhe",ahmad-faraz
"tū mohabbat se koī chaal to chal
haar jaane kā hausla hai mujhe",ahmad-faraz
"dil dhaḌaktā nahīñ Tapaktā hai
kal jo ḳhvāhish thī aabla hai mujhe",ahmad-faraz
"ham-safar chāhiye hujūm nahīñ
ik musāfir bhī qāfila hai mujhe",ahmad-faraz
"kohkan ho ki qais ho ki 'farāz'
sab meñ ik shaḳhs hī milā hai mujhe",ahmad-faraz
"aah jo dil se nikālī jā.egī
kyā samajhte ho ki ḳhālī jā.egī",akbar-allahabadi
"is nazākat par ye shamshīr-e-jafā
aap se kyūñkar sambhālī jā.egī",akbar-allahabadi
"kyā ġham-e-duniyā kā Dar mujh riñd ko
aur ik botal chaḌhā lī jā.egī",akbar-allahabadi
"shaiḳh kī dāvat meñ mai kā kaam kyā
ehtiyātan kuchh mañgā lī jā.egī",akbar-allahabadi
"yād-e-abrū meñ hai 'akbar' mahv yuuñ
kab tirī ye kaj-ḳhayālī jā.egī",akbar-allahabadi
"aaj ārā.ish-e-gesū-e-dotā hotī hai
phir mirī jaan giraftār-e-balā hotī hai",akbar-allahabadi
"shauq-e-pā-bosī-e-jānāñ mujhe baaqī hai hanūz
ghaas jo ugtī hai turbat pe hinā hotī hai",akbar-allahabadi
"phir kisī kaam kā baaqī nahīñ rahtā insāñ
sach to ye hai ki mohabbat bhī balā hotī hai",akbar-allahabadi
"jo zamīñ kūcha-e-qātil meñ nikaltī hai na.ī
vaqf vo bahr-e-mazār-e-shohadā hotī hai",akbar-allahabadi
"jis ne dekhī ho vo chitvan koī us se pūchhe
jaan kyūñ-kar hadaf-e-tīr-e-qazā hotī hai",akbar-allahabadi
"naza.a kā vaqt burā vaqt hai ḳhāliq kī panāh
hai vo saa.at ki qayāmat se sivā hotī hai",akbar-allahabadi
"ruuh to ek taraf hotī hai ruḳhsat tan se
aarzū ek taraf dil se judā hotī hai",akbar-allahabadi
"ḳhud samajhtā huuñ ki rone se bhalā kyā hāsil
par karūñ kyā yūñhī taskīn zarā hotī hai",akbar-allahabadi
"rauñdte phirte haiñ vo majma-e-aġhyār ke saath
ḳhuub tauqīr-e-mazār-e-shohadā hotī hai",akbar-allahabadi
"murġh-e-bismil kī tarah loT gayā dil merā
nigah-e-nāz kī tāsīr bhī kyā hotī hai",akbar-allahabadi
"naala kar lene deñ lillāh na chheḌeñ ahbāb
zabt kartā huuñ to taklīf sivā hotī hai",akbar-allahabadi
"jism to ḳhaak meñ mil jaate hue dekhte haiñ
ruuh kyā jaane kidhar jaatī hai kyā hotī hai",akbar-allahabadi
"huuñ fareb-e-sitam-e-yār kā qaa.il 'akbar'
marte marte na khulā ye ki jafā hotī hai",akbar-allahabadi
"āñkheñ mujhe talvoñ se vo malne nahīñ dete
armān mire dil ke nikalne nahīñ dete",akbar-allahabadi
"ḳhātir se tirī yaad ko Talne nahīñ dete
sach hai ki hamīñ dil ko sambhalne nahīñ dete",akbar-allahabadi
"kis naaz se kahte haiñ vo jhuñjhlā ke shab-e-vasl
tum to hameñ karvaT bhī badalne nahīñ dete",akbar-allahabadi
"parvānoñ ne fānūs ko dekhā to ye bole
kyuuñ ham ko jalāte ho ki jalne nahīñ dete",akbar-allahabadi
"hairān huuñ kis tarah karūñ arz-e-tamannā
dushman ko to pahlū se vo Talne nahīñ dete",akbar-allahabadi
"dil vo hai ki fariyād se labrez hai har vaqt
ham vo haiñ ki kuchh muñh se nikalne nahīñ dete",akbar-allahabadi
"garmi-e-mohabbat meñ vo haiñ aah se māne.a
pañkhā nafas-e-sard kā jhalne nahīñ dete",akbar-allahabadi
"agar dil vāqif-e-nairañgī-e-tab-e-sanam hotā
zamāne kī do-rañgī kā use hargiz na ġham hotā",akbar-allahabadi
"ye pāband-e-musībat dil ke hāthoñ ham to rahte haiñ
nahīñ to chain se kaTtī na dil hotā na ġham hotā",akbar-allahabadi
"unhīñ kī be-vafā.ī kā ye hai āThoñ-pahar sadma
vahī hote jo qaabū meñ to phir kaahe ko ġham hotā",akbar-allahabadi
"lab-o-chashm-e-sanam gar dekhne paate kahīñ shā.ir
koī shīrīñ-suḳhan hotā koī jādū-raqam hotā",akbar-allahabadi
"bahut achchhā huā aa.e na vo merī ayādat ko
jo vo aate to ġhair aate jo ġhair aate to ġham hotā",akbar-allahabadi
"agar qabreñ nazar ātīñ na dārā-o-sikandar kī
mujhe bhī ishtiyāq-e-daulat-o-jāh-o-hasham hotā",akbar-allahabadi
"liye jaatā hai josh-e-shauq ham ko rāh-e-ulfat meñ
nahīñ to zo.af se dushvār chalnā do-qadam hotā",akbar-allahabadi
"na rahne paa.e dīvāroñ meñ rauzan shukr hai varna
tumheñ to dil-lagī hotī ġharīboñ par sitam hotā",akbar-allahabadi
"apne pahlū se vo ġhairoñ ko uThā hī na sake
un ko ham qissa-e-ġham apnā sunā hī na sake",akbar-allahabadi
"zehan merā vo qayāmat ki do-ālam pe muhīt
aap aaise ki mire zehan meñ aa hī na sake",akbar-allahabadi
"dekh lete jo unheñ to mujhe rakhte ma.azūr
shaiḳh-sāhib magar us bazm meñ jā hī na sake",akbar-allahabadi
"aql mahñgī hai bahut ishq ḳhilāf-e-tahzīb
dil ko is ahd meñ ham kaam meñ lā hī na sake",akbar-allahabadi
"ham to ḳhud chāhte the chain se baiTheñ koī dam
aap kī yaad magar dil se bhulā hī na sake",akbar-allahabadi
"ishq kāmil hai usī kā ki patañgoñ kī tarah
taab nazzāra-e-ma.asūq kī lā hī na sake",akbar-allahabadi
"dām-e-hastī kī bhī tarkīb ajab rakkhī hai
jo phañse us meñ vo phir jaan bachā hī na sake",akbar-allahabadi
"maz.har-e-jalva-e-jānāñ hai har ik shai 'akbar'
be-adab aañkh kisī samt uThā hī na sake",akbar-allahabadi
"aisī mantiq se to dīvāngī behtar 'akbar'
ki jo ḳhāliq kī taraf dil ko jhukā hī na sake",akbar-allahabadi
